Name,Country,Current_rapid_rating,Highest_rapid_rating,Rapid_win,Rapid_draw,Rapid_loss,Current_blitz_rating,Highest_blitz_rating,Blitz_win,Blitz_draw,Blitz_loss
"Zablotsky, Sergey",Russia,2380.0,2772.0,41.0,0.0,2.0,2711.0,2792.0,1606.0,309.0,1511.0
"Rasulov, Vugar",Azerbaijan,2595.0,2621.0,177.0,44.0,60.0,2894.0,2993.0,6243.0,1085.0,2549.0
"Hawkins, Jonathan",United Kingdom,2573.0,2590.0,28.0,2.0,3.0,2341.0,2441.0,446.0,24.0,158.0
"Sevian, Sam",United States,2754.0,2772.0,116.0,90.0,45.0,3017.0,3125.0,3018.0,583.0,1561.0
"Raznikov, Dani",Israel,,,,,,2591.0,2713.0,1340.0,337.0,1341.0
"Gonzalez, Renier",United States,,,,,,2401.0,2443.0,71.0,4.0,17.0
"Escobar, Alder",Colombia,2499.0,2575.0,1.0,3.0,0.0,2509.0,2614.0,952.0,201.0,1085.0
"Apicella, Manuel",France,1894.0,1894.0,2.0,0.0,0.0,2242.0,2374.0,67.0,4.0,26.0
"Kalyan, Arjun",India,2408.0,2495.0,25.0,16.0,33.0,2752.0,2847.0,802.0,220.0,624.0
"Puranik, Abhimanyu",India,2577.0,2660.0,11.0,9.0,11.0,2979.0,2991.0,1030.0,191.0,769.0
"Moskalenko, Alexander",Czech Republic,2435.0,2509.0,14.0,3.0,8.0,2853.0,2968.0,2815.0,969.0,2267.0
"Wan, Yunguo",China,2201.0,2589.0,3.0,0.0,1.0,2654.0,2721.0,119.0,14.0,110.0
"Tilicheev, Viacheslav",Bulgaria,2374.0,2747.0,18.0,10.0,2.0,2661.0,2741.0,97.0,25.0,48.0
"Gholami, Aryan",Iran,2249.0,2545.0,17.0,6.0,10.0,2745.0,2822.0,1510.0,276.0,1313.0
"Orlov, Andrey",Russia,,,,,,2657.0,3039.0,17.0,4.0,8.0
"Hoa, Nguyen Duc",Vietnam,2322.0,2348.0,23.0,4.0,20.0,2540.0,2743.0,6152.0,651.0,5710.0
"Berg, Emanuel",Sweden,2453.0,2613.0,24.0,11.0,11.0,2775.0,2775.0,155.0,24.0,91.0
"Becerra, Julio",United States,2357.0,2537.0,97.0,7.0,5.0,2876.0,2913.0,2147.0,429.0,1427.0
"Georgescu, Tiberiu",Romania,2003.0,2003.0,1.0,0.0,0.0,2623.0,2690.0,857.0,169.0,659.0
"Mhamal, Anurag",India,,,,,,2651.0,2775.0,389.0,60.0,302.0
"Mikaelyan, Arman",United States,2373.0,2555.0,38.0,17.0,25.0,2906.0,2971.0,2340.0,466.0,2026.0
"Lugovskoy, Maxim",Russia,2226.0,2218.0,35.0,3.0,19.0,2802.0,2802.0,916.0,168.0,639.0
"Arencibia, Walter",Cuba,1848.0,2401.0,12.0,1.0,2.0,2617.0,2720.0,2595.0,395.0,2041.0
"Sadzikowski, Daniel",Poland,2686.0,2759.0,4.0,1.0,0.0,2615.0,2655.0,362.0,135.0,243.0
"Urtnasan, Nasanjargal",Mongolia,2213.0,2398.0,16.0,11.0,11.0,2630.0,2808.0,490.0,76.0,444.0
"Priasmoro, Novendra",Indonesia,,,,,,2886.0,2930.0,898.0,115.0,629.0
"Lorparizangeneh, Shahin",Iran,1687.0,1687.0,4.0,1.0,0.0,2692.0,2903.0,3005.0,572.0,1946.0
"Priasmoro, Novendra",Indonesia,2311.0,2597.0,52.0,13.0,34.0,2760.0,2939.0,1765.0,249.0,1165.0
"Vrolijk, Liam",Netherlands,2508.0,2542.0,25.0,3.0,9.0,2909.0,2956.0,899.0,200.0,546.0
"Kiryakov, Petr",United Arab Emirates,2098.0,2098.0,1.0,0.0,0.0,2707.0,2785.0,1672.0,269.0,935.0
"Gutov, Andrey",United States,2940.0,2940.0,99.0,0.0,1.0,2514.0,2514.0,98.0,6.0,17.0
"Pap, Misa",Serbia,2513.0,2527.0,48.0,10.0,17.0,2680.0,2772.0,649.0,117.0,668.0
"Goh, Wei Ming Kevin",Singapore,2133.0,2475.0,30.0,13.0,23.0,2682.0,2814.0,1397.0,209.0,1223.0
"pourramezanali, amirreza",Iran,2255.0,2255.0,4.0,0.0,0.0,2593.0,2920.0,1315.0,270.0,1501.0
"Wieczorek, Oskar",International,2369.0,2369.0,11.0,0.0,1.0,2739.0,2832.0,4720.0,881.0,4717.0
"Horvath, Joseph",Hungary,,,,,,2310.0,2376.0,47.0,4.0,32.0
"Kogan, Arthur",Spain,,,,,,2545.0,2618.0,11.0,2.0,7.0
"Sulypa, Oleksandr",Ukraine,,,,,,,,,,
"Swinkels, Robin",Netherlands,1837.0,1837.0,17.0,3.0,0.0,2645.0,2645.0,69.0,14.0,21.0
"Oratovsky, Michael",Spain,420.0,2200.0,2.0,3.0,4.0,2614.0,2665.0,406.0,43.0,288.0
"Jovanovic, Zoran",Croatia,,,,,,2780.0,2848.0,315.0,87.0,160.0
"Ly, Moulthun",Australia,2436.0,2729.0,31.0,13.0,7.0,2826.0,2943.0,2225.0,397.0,1531.0
"Williams, Simon",United Kingdom,2307.0,2469.0,80.0,12.0,39.0,2646.0,2808.0,12318.0,1632.0,10191.0
"Ashley, Maurice",United States,,,,,,,,,,
"Arkell, Keith",United Kingdom,2351.0,2520.0,122.0,31.0,17.0,2502.0,2745.0,3229.0,525.0,1534.0
"Krush, Irina",United States,2220.0,2449.0,13.0,7.0,12.0,2381.0,2523.0,230.0,27.0,179.0
"Cardoso, Jose Gabriel",Colombia,2488.0,2518.0,22.0,7.0,13.0,2797.0,2869.0,1782.0,257.0,1332.0
"Tan, Justin",Australia,2047.0,2515.0,5.0,0.0,2.0,2900.0,2975.0,4217.0,761.0,3397.0
"hernandez, holden",United States,,,,,,2559.0,2827.0,3301.0,902.0,3510.0
,Ukraine,2421.0,2544.0,6.0,3.0,3.0,2734.0,2856.0,376.0,47.0,178.0
"Popovic, Dusan",Serbia,1906.0,2000.0,3.0,2.0,0.0,2840.0,2890.0,890.0,144.0,620.0
"Gareyev, Timur",United States,2620.0,2636.0,25.0,7.0,27.0,2773.0,2937.0,441.0,34.0,200.0
"Jayaram, Ashwin",India,,,,,,2468.0,2537.0,112.0,10.0,77.0
"gormally, daniel",United Kingdom,,,,,,2392.0,2598.0,879.0,101.0,342.0
"Kotsur, Pavel",Kazakhstan,1954.0,2476.0,15.0,7.0,9.0,2619.0,2828.0,1269.0,253.0,1060.0
"בגראטיוני, אהרן",Israel,,,,,,2769.0,2773.0,445.0,71.0,431.0
"Gausel, Einar Johan",Norway,,,,,,2641.0,2698.0,749.0,119.0,532.0
"Koushik, Girish",United Kingdom,2313.0,2326.0,6.0,1.0,3.0,2684.0,2777.0,553.0,62.0,225.0
"Ratkovic, Miloje",Serbia,2301.0,2514.0,31.0,5.0,10.0,2567.0,2858.0,765.0,149.0,824.0
"Gascon, Jose Rafael",Andorra,2431.0,2679.0,80.0,14.0,12.0,2494.0,2779.0,5170.0,943.0,4769.0
"Ayrapetyan, Yuriy",Russia,,,,,,2783.0,2905.0,2777.0,443.0,1792.0
"Matamoros, Carlos",Ecuador,2440.0,2520.0,15.0,9.0,16.0,2622.0,2688.0,818.0,71.0,218.0
"Anka, Emil",United States,,,,,,,,,,
"Anka, Emil",United States,1697.0,,0.0,1.0,0.0,2051.0,2271.0,79.0,6.0,25.0
"Maximov, Dmitry",Ukraine,2552.0,2552.0,1.0,0.0,0.0,2790.0,2860.0,1677.0,242.0,1637.0
"Smirnov, Igor",Ukraine,,,,,,,,,,
"P, Rahul Srivatshav",India,2490.0,2797.0,33.0,9.0,20.0,2745.0,2884.0,1399.0,232.0,1166.0
"plaskett, harold james",Spain,,,,,,,,,,
"Yankelevich, Lev",Germany,1465.0,1465.0,1.0,0.0,0.0,2440.0,2724.0,1884.0,391.0,1553.0
"Kirill, Bryzgalin",Russia,,,,,,2634.0,2717.0,178.0,32.0,99.0
"Klein, David",Netherlands,,,,,,2575.0,2773.0,939.0,176.0,622.0
"N.R, Vignesh",India,2530.0,2530.0,3.0,0.0,0.0,2812.0,2889.0,1911.0,544.0,1573.0
"Preotu, Razvan",Canada,2501.0,2748.0,61.0,14.0,41.0,2738.0,2833.0,4326.0,649.0,2958.0
"Bellahcene, Bilel",Algeria,2483.0,2483.0,2.0,0.0,0.0,2682.0,2708.0,1007.0,135.0,684.0
"Майоров, Никита",Belarus,2173.0,2514.0,5.0,1.0,13.0,2580.0,2729.0,1047.0,103.0,874.0
"Garcia, Jose Gonzalez",Spain,,,,,,2674.0,2706.0,501.0,74.0,331.0
"Panchanathan, Magesh Chandran",United States,1408.0,2000.0,5.0,1.0,3.0,2651.0,2750.0,477.0,66.0,289.0
"Matuszewski, Michal",Poland,2384.0,2384.0,19.0,0.0,1.0,2321.0,2501.0,57.0,9.0,42.0
"Pena, Manuel",Hong Kong,,,,,,2651.0,2739.0,245.0,45.0,177.0
"Александр, Зубарев",Ukraine,2257.0,2465.0,7.0,1.0,5.0,2549.0,2595.0,421.0,52.0,252.0
"Bayarsaikhan, Gundavaa",Mongolia,,,,,,2620.0,2667.0,63.0,7.0,51.0
"Komarov, Dimitri",United Arab Emirates,2358.0,2392.0,1.0,2.0,0.0,2507.0,2547.0,182.0,48.0,46.0
"Enchev, Ivajlo",Bulgaria,2152.0,,0.0,1.0,5.0,2503.0,2650.0,395.0,74.0,222.0
"Dronavalli, Harika",India,2437.0,2624.0,52.0,39.0,60.0,2682.0,2748.0,314.0,177.0,190.0
"Potapov, Pavel",Russia,892.0,,1.0,2.0,0.0,2184.0,2184.0,7.0,0.0,0.0
"Khusnutdinov, Rustam",Kazakhstan,2505.0,2591.0,21.0,12.0,11.0,2937.0,2940.0,753.0,176.0,416.0
"Drenchev, Petar",Bulgaria,,,,,,2630.0,2659.0,1427.0,235.0,952.0
"Sadikhov, Ulvi",Turkey,2579.0,2579.0,16.0,9.0,5.0,2751.0,2817.0,595.0,138.0,514.0
"Alonso, Salvador",Argentina,,,,,,2497.0,2577.0,28.0,5.0,16.0
"Fernandez, Daniel",England,2324.0,2586.0,4.0,3.0,2.0,2741.0,2883.0,1165.0,260.0,889.0
"Volkov, Sergey",Russia,2566.0,2708.0,128.0,38.0,44.0,2734.0,2886.0,440.0,92.0,317.0
"Chernobay, Artem",Russia,2383.0,2500.0,11.0,0.0,2.0,2633.0,2730.0,936.0,106.0,821.0
,Algeria,,,,,,2628.0,2794.0,2072.0,435.0,2190.0
"Mishra, Swayams",India,2115.0,2612.0,2.0,5.0,4.0,2552.0,2714.0,488.0,88.0,411.0
"Nieto, David Lariño",Spain,2256.0,2350.0,3.0,0.0,6.0,2745.0,2791.0,190.0,31.0,126.0
"Salomon, Johan",Norway,2371.0,2507.0,19.0,1.0,5.0,2522.0,2715.0,2312.0,275.0,1584.0
"Chen, Lin",China,1833.0,2020.0,42.0,6.0,10.0,2815.0,2816.0,166.0,56.0,97.0
"Kastanieda, Georgui",Peru,,,,,,2697.0,2697.0,101.0,15.0,33.0
"Blohberger, Felix",Austria,2377.0,2440.0,9.0,5.0,12.0,2638.0,2800.0,1268.0,411.0,1371.0
"Firat, Burak",Turkey,,,,,,2735.0,2810.0,2445.0,440.0,2396.0
"Sevian, Samuel",United States,,,,,,1333.0,1333.0,1.0,0.0,0.0
"Riva, Oscar de la",Andorra,,,,,,2595.0,2639.0,272.0,37.0,188.0
"Veloz, Ermes Espinosa",Cuba,,,,,,2564.0,2690.0,536.0,77.0,361.0
"Fuente, Lance Henderson de La",Spain,2359.0,2470.0,18.0,7.0,12.0,2665.0,2770.0,2747.0,527.0,2164.0
"Vaisser, Anatoly",France,2585.0,2585.0,7.0,0.0,0.0,2511.0,2511.0,1.0,0.0,0.0
"Arnaudov, Petar G.",Bulgaria,2368.0,2426.0,10.0,5.0,5.0,2657.0,2774.0,4453.0,897.0,4342.0
"Troff, Kayden",United States,2535.0,2535.0,6.0,0.0,7.0,2811.0,2850.0,255.0,38.0,142.0
"todorov, todor",France,,,,,,1812.0,2505.0,411.0,44.0,287.0
"Yang, Darwin",United States,,,,,,2247.0,2511.0,194.0,18.0,76.0
"Szabo, Krisztian",Hungary,,,,,,2375.0,2375.0,1.0,0.0,0.0
"Grivas, Efstratios",Greece,,,,,,,,,,
"Хасангатин, Рамиль",Serbia,1427.0,2502.0,2.0,1.0,4.0,2730.0,2772.0,1165.0,275.0,868.0
"Abdumalik, Zhansaya",Kazakhstan,2499.0,2514.0,14.0,5.0,7.0,2712.0,2735.0,226.0,55.0,181.0
"Papin, Vasily",Russia,,,,,,2708.0,2795.0,153.0,14.0,48.0
"Hertneck, Gerry",Germany,,,,,,2441.0,2455.0,1321.0,170.0,932.0
"Fawzy, Adham",Egypt,2408.0,2541.0,21.0,5.0,13.0,2763.0,2878.0,2910.0,725.0,3041.0
"Atabayew, Maksat",Turkmenistan,,,,,,2673.0,2757.0,201.0,26.0,122.0
"Kotanjian, Tigran",Armenia,2262.0,,0.0,0.0,1.0,2505.0,2746.0,5184.0,1016.0,4540.0
"Искусных, Сергей",Russia,2294.0,2565.0,12.0,5.0,20.0,2638.0,2727.0,923.0,150.0,577.0
"Savchenko, Stanislav",Ukraine,2500.0,1571.0,1.0,0.0,2.0,2407.0,2563.0,502.0,90.0,319.0
"Haznedaroğlu, Kıvanç",Turkey,2346.0,2551.0,19.0,10.0,16.0,2669.0,2935.0,1485.0,299.0,1060.0
"RB, Ramesh",India,1003.0,,0.0,0.0,1.0,2471.0,2646.0,265.0,39.0,238.0
"Draskovic, Luka",Montenegro,2160.0,,0.0,1.0,1.0,2767.0,2767.0,773.0,140.0,408.0
"Semcesen, Daniel",Sweden,2400.0,1939.0,3.0,0.0,2.0,2447.0,2647.0,1677.0,210.0,1178.0
"Baldauf, Marco",Germany,,,,,,2505.0,2669.0,786.0,169.0,602.0
"Miljkovic, Miroslav",Serbia,2267.0,2411.0,13.0,18.0,4.0,2458.0,2647.0,512.0,127.0,373.0
"Vrolijk, Liam",Netherlands,2467.0,2435.0,2.0,0.0,2.0,2867.0,2867.0,1045.0,190.0,645.0
"Ashley, Maurice",United States,1880.0,,0.0,2.0,0.0,2204.0,2572.0,21.0,1.0,6.0
"Murzin, Volodar",Russia,2431.0,2512.0,18.0,12.0,7.0,2876.0,2882.0,736.0,114.0,446.0
"Kasparov, Sergey",Armenia,2538.0,2538.0,1.0,4.0,0.0,2614.0,2800.0,1135.0,443.0,1224.0
"Gabrielian, Artur",Russia,2405.0,2844.0,26.0,6.0,30.0,2778.0,2850.0,1396.0,297.0,984.0
"Mammadov, Zaur",Turkey,2349.0,2639.0,29.0,11.0,8.0,2896.0,2905.0,813.0,141.0,414.0
"Rahman, Ziaur",Bangladesh,2422.0,2791.0,36.0,16.0,11.0,2527.0,2682.0,1149.0,187.0,1084.0
"Trajkovic, Predrag",Serbia,,,,,,,,,,
"Gombosuren, Munkhgal",Mongolia,2224.0,2614.0,30.0,14.0,16.0,2746.0,2897.0,1644.0,361.0,1755.0
"Davies, Nigel",United Kingdom,,,,,,,,,,
"Golubev, Mikhail",Ukraine,2367.0,2411.0,99.0,28.0,55.0,2609.0,2643.0,2701.0,500.0,2257.0
"Tofuighi, Homayoon",Turkey,2415.0,2688.0,469.0,31.0,37.0,2903.0,2986.0,2925.0,230.0,631.0
"Kryvosheya, Sergiy",Ukraine,,,,,,2411.0,2580.0,224.0,20.0,102.0
"Skatchkov, Pavel",Russia,2255.0,2502.0,14.0,0.0,2.0,2651.0,2688.0,134.0,13.0,92.0
"Gretarsson, Helgi",Iceland,2388.0,2400.0,8.0,3.0,11.0,2732.0,2732.0,1324.0,206.0,1223.0
"Batsiashvili, Nino",Georgia,2434.0,2535.0,20.0,6.0,11.0,2422.0,2553.0,1244.0,268.0,1090.0
"Delgado, Aryam Abreu",United States,2612.0,2612.0,6.0,0.0,0.0,2659.0,2727.0,797.0,147.0,744.0
"Keene, Raymond",United Kingdom,,,,,,,,,,
"Sumiya, Bilguun",Mongolia,2365.0,2640.0,9.0,6.0,8.0,2703.0,2769.0,45.0,11.0,27.0
"Bryakin, Mikhail",Serbia,2516.0,2521.0,23.0,6.0,1.0,2704.0,2905.0,3086.0,900.0,2236.0
"jaracz, pawel",Poland,2157.0,2157.0,1.0,0.0,0.0,2716.0,2811.0,3956.0,551.0,3618.0
"Matinian, Nikita",International,2420.0,2504.0,96.0,32.0,96.0,2705.0,2794.0,2519.0,483.0,2238.0
"Golubka, Petro",Ukraine,2119.0,2192.0,3.0,2.0,4.0,2746.0,2769.0,2177.0,664.0,1846.0
"Marcelin, Cyril",Austria,,,,,,2552.0,2622.0,148.0,23.0,122.0
"Rotstein, Arkadij",Germany,,,,,,2604.0,2649.0,347.0,47.0,186.0
"Gonzalez, Renier",United States,2525.0,2598.0,7.0,2.0,0.0,2792.0,2792.0,243.0,20.0,101.0
"Hungaski, Robert",United States,,,,,,2352.0,2430.0,28.0,4.0,16.0
"Hansen, Torbjorn Ringdal",Norway,2322.0,2451.0,37.0,2.0,1.0,2520.0,2553.0,481.0,48.0,335.0
"Vila, Andres Rodriguez",Uruguay,2457.0,2537.0,14.0,2.0,3.0,2370.0,2479.0,44.0,4.0,22.0
"Kaufman, Larry",United States,2262.0,2382.0,50.0,12.0,33.0,2177.0,2398.0,131.0,34.0,83.0
,United States,2668.0,2774.0,82.0,25.0,26.0,2637.0,2790.0,8182.0,2730.0,7851.0
"Dardha, Daniel",Belgium,2448.0,2505.0,20.0,5.0,9.0,2869.0,3051.0,1606.0,493.0,1228.0
"Chabanon, Jean-Luc",France,2344.0,2344.0,24.0,2.0,2.0,2542.0,2542.0,14.0,1.0,1.0
"Sheng, Joshua",United States,2583.0,2905.0,20.0,7.0,5.0,2852.0,2978.0,2424.0,256.0,1070.0
"Fernandez, Daniel",United States,2366.0,2440.0,21.0,2.0,2.0,2726.0,2847.0,255.0,38.0,154.0
"Huy, Nguyen Van",Vietnam,2728.0,2728.0,7.0,0.0,0.0,2759.0,2832.0,2574.0,402.0,1761.0
"Barua, Dibyendu",India,,,,,,2417.0,2504.0,32.0,4.0,14.0
"Hayrapetyan, Hovik",Armenia,,,,,,2761.0,2870.0,630.0,94.0,454.0
"Hoffmann, Michael",Dominican Republic,2319.0,2319.0,2.0,0.0,0.0,2777.0,2787.0,2847.0,641.0,1641.0
"Harutjunyan, Gevorg",Armenia,2231.0,2527.0,5.0,1.0,5.0,2836.0,2923.0,1661.0,301.0,1166.0
"Erdoğdu, Mert",Turkey,2385.0,2468.0,12.0,3.0,7.0,2790.0,2804.0,5127.0,975.0,5299.0
"Kantsler, Boris",Israel,,,,,,,,,,
,Kazakhstan,1798.0,2100.0,10.0,0.0,6.0,2488.0,2679.0,2284.0,429.0,1726.0
"Kidambi, Sundararajan",India,1982.0,2021.0,1.0,8.0,1.0,2339.0,2354.0,30.0,2.0,6.0
"Harutjunyan, Gevorg",Armenia,,,,,,2667.0,2667.0,466.0,72.0,300.0
"Pikula, Dejan",Serbia,2220.0,2337.0,3.0,1.0,2.0,2639.0,2649.0,496.0,74.0,184.0
"Matjushin, Gennady",Ukraine,,,,,,2718.0,2760.0,10.0,2.0,1.0
"Darini, Pouria",Iran,2445.0,2482.0,29.0,23.0,29.0,2703.0,2799.0,1535.0,297.0,1335.0
"Bagaturov, Giorgi",Georgia,,,,,,2502.0,2559.0,617.0,123.0,371.0
"Gunina, Valentina",Russia,2305.0,2621.0,10.0,1.0,8.0,2700.0,2863.0,537.0,79.0,273.0
"Andreev, Eduard",Ukraine,2375.0,2633.0,4.0,2.0,3.0,2597.0,2620.0,301.0,61.0,243.0
"Iuldachev, Saidali",Uzbekistan,2396.0,2415.0,13.0,3.0,1.0,2455.0,2678.0,94.0,16.0,44.0
,Latvia,,,,,,1941.0,2504.0,2.0,0.0,3.0
"Harutjunyan, Gevorg",Armenia,,,,,,2772.0,2893.0,450.0,69.0,272.0
"Petkov, Momchil",Bulgaria,2442.0,2454.0,25.0,0.0,6.0,2758.0,2826.0,4391.0,706.0,4874.0
"Velicka, Petr",Czech Republic,,,,,,2377.0,2439.0,80.0,22.0,37.0
"Bajarani, Ulvi",United States,2540.0,2593.0,5.0,3.0,1.0,2712.0,3045.0,310.0,81.0,187.0
"Vokarev, Sergey",Russia,2268.0,2268.0,3.0,1.0,0.0,2614.0,2656.0,1326.0,424.0,1242.0
"Hambleton, Aman",Canada,2379.0,2695.0,38.0,1.0,7.0,2796.0,2899.0,10698.0,1040.0,4528.0
"Потапов, Александр",Russia,2359.0,2479.0,12.0,7.0,8.0,2359.0,2589.0,510.0,57.0,213.0
"Gadimbayli, Abdulla",Azerbaijan,2555.0,2677.0,30.0,25.0,12.0,2836.0,2982.0,1198.0,313.0,850.0
"RAJARAM, LAXMAN",India,2374.0,2737.0,100.0,31.0,20.0,2761.0,2913.0,2147.0,415.0,1092.0
"Elina, Danielian",Armenia,2277.0,2549.0,8.0,1.0,8.0,2547.0,2714.0,8193.0,1202.0,8439.0
"Ginsburg, Gennadi",Germany,,,,,,2506.0,2506.0,24.0,3.0,17.0
"Bykhovsky, Avigdor",Israel,2474.0,2500.0,25.0,2.0,6.0,2133.0,2493.0,1828.0,119.0,714.0
"Kosanovic, Goran",Serbia,2290.0,2345.0,10.0,1.0,4.0,2561.0,2699.0,337.0,39.0,201.0
"Haub, Thorsten Michael",Germany,2239.0,2537.0,199.0,13.0,21.0,2466.0,2584.0,1838.0,182.0,427.0
"Lalic, Bogdan",England,2315.0,2534.0,598.0,63.0,23.0,2432.0,2472.0,918.0,136.0,80.0
"Ivanov, Mikhail",Serbia,1934.0,2200.0,75.0,50.0,8.0,2089.0,2209.0,367.0,60.0,266.0
"Kaufman, Larry",United States,,,,,,,,,,
"Markosyan, David",Russia,2373.0,2373.0,109.0,12.0,64.0,2579.0,2642.0,3949.0,898.0,3729.0
"Подольченко, Евгений",Belarus,2661.0,2661.0,1.0,0.0,0.0,2661.0,2672.0,74.0,4.0,44.0
"Ibrayev, Nurlan",Kazakhstan,,,,,,2565.0,2662.0,2024.0,290.0,1203.0
"Kekelidze, Mikheil",Georgia,2393.0,,0.0,1.0,0.0,2657.0,2703.0,3250.0,351.0,2361.0
"Raetsky, Alexander",Russia,,,,,,2372.0,2372.0,1095.0,160.0,1033.0
,Hungary,2127.0,2127.0,1.0,0.0,0.0,2618.0,2657.0,141.0,17.0,79.0
"Arakhamia-Grant, Ketevan",Scotland,2373.0,2411.0,42.0,5.0,8.0,2325.0,2500.0,431.0,43.0,433.0
"Evgeny, Sharapov",Ukraine,2412.0,2491.0,12.0,14.0,19.0,2540.0,2600.0,408.0,195.0,283.0
"Komliakov, Viktor",Russia,2400.0,2400.0,8.0,1.0,3.0,2508.0,2508.0,80.0,3.0,24.0
"Legky, Nicolay",Ukraine,,,,,,,,,,
"Sharapov, Evgeny",Ukraine,1902.0,2333.0,9.0,3.0,4.0,2329.0,2460.0,842.0,260.0,586.0
"Okhotnik, Vladimir",France,1734.0,1945.0,8.0,0.0,4.0,2436.0,2633.0,13224.0,1841.0,11120.0
"&Oslash;gaard, Leif",Norway,2543.0,2543.0,32.0,1.0,9.0,2358.0,2480.0,1100.0,107.0,711.0
"Bjerre, Jonas",Denmark,2461.0,2551.0,35.0,15.0,11.0,2889.0,2952.0,1405.0,410.0,1437.0
"RoyChowdhury, Saptarshi",India,,,,,,2475.0,2663.0,1203.0,175.0,908.0
"Ree, Hans",Netherlands,,,,,,,,,,
"Jonkman, Harmen",Netherlands,2166.0,2261.0,5.0,1.0,16.0,2414.0,2539.0,37.0,9.0,40.0
,Russia,2448.0,2432.0,6.0,2.0,6.0,2520.0,2520.0,639.0,148.0,556.0
"Abbasifar, Hassan",Iran,2079.0,2200.0,1.0,0.0,2.0,2269.0,2302.0,24.0,0.0,3.0
"Rodriguez, Luis Manuel Perez",Cuba,2395.0,2493.0,7.0,9.0,7.0,2593.0,2603.0,369.0,66.0,365.0
"Bazar, Khatanbaatar",Mongolia,2022.0,2162.0,5.0,1.0,3.0,2785.0,2829.0,22668.0,5277.0,19695.0
"khatib, Ahmad Al",Jordan,2103.0,2175.0,46.0,8.0,21.0,2408.0,2533.0,325.0,28.0,137.0
,China,2414.0,2792.0,5.0,8.0,5.0,2888.0,2924.0,3990.0,726.0,3009.0
,Sweden,2263.0,2414.0,24.0,7.0,13.0,2355.0,2407.0,1622.0,271.0,1104.0
"Dastan, Batuhan",Turkey,2572.0,2572.0,1.0,0.0,0.0,2889.0,2931.0,1846.0,343.0,785.0
"Firman, Nazar",Ukraine,,,,,,2509.0,2651.0,322.0,42.0,336.0
"Burmakin, Vladimir",Russia,703.0,,0.0,0.0,6.0,2656.0,2763.0,7806.0,3179.0,9297.0
,France,,,,,,2687.0,2778.0,474.0,66.0,340.0
,India,,,,,,2335.0,2335.0,1.0,1.0,4.0
,Philippines,,,,,,2862.0,2961.0,212.0,35.0,154.0
"Leniart, Arek",Poland,2360.0,2440.0,8.0,6.0,3.0,2546.0,2602.0,155.0,21.0,81.0
,Vietnam,,,,,,2768.0,2882.0,47.0,6.0,34.0
"Cvitan, Ognjen",Croatia,,,,,,2739.0,2977.0,19.0,3.0,8.0
,United States,,,,,,,,,,
"Santiago, Yago De Moura",Brazil,2316.0,2498.0,2.0,0.0,4.0,2564.0,2841.0,2472.0,458.0,2294.0
"Blomqvist, Erik",Sweden,2376.0,2711.0,18.0,19.0,18.0,2547.0,2646.0,196.0,27.0,147.0
"Guliyev, Namig",France,2486.0,2572.0,15.0,4.0,17.0,2803.0,2996.0,2903.0,421.0,1998.0
,Czech Republic,2680.0,2752.0,2.0,1.0,0.0,2586.0,2604.0,44.0,2.0,6.0
"Lie, Kjetil",Norway,2596.0,2653.0,1.0,1.0,3.0,2777.0,2825.0,1234.0,263.0,1207.0
"Kondylev, ",United Arab Emirates,2027.0,2027.0,7.0,0.0,0.0,2867.0,2867.0,231.0,23.0,94.0
"Chakkravarthy, Deepan",India,,,,,,2703.0,2815.0,1806.0,496.0,2297.0
"Master, Endgame",Poland,,,,,,2458.0,2561.0,271.0,51.0,189.0
"Sanikidze, Tornike",Georgia,2115.0,2252.0,2.0,0.0,2.0,2766.0,2768.0,92.0,22.0,32.0
"Timofeev, Artem",Russia,2388.0,2681.0,9.0,9.0,6.0,2839.0,2938.0,1078.0,327.0,441.0
,Sweden,2455.0,2481.0,39.0,24.0,22.0,2477.0,2477.0,13.0,6.0,4.0
"Huzman, Alex",Israel,,,,,,2693.0,2812.0,55.0,16.0,32.0
,Croatia,,,,,,2543.0,2742.0,4652.0,708.0,3886.0
"Thipsay, Praveen",India,1900.0,2192.0,11.0,0.0,9.0,2610.0,2610.0,104.0,26.0,76.0
,Armenia,2482.0,2764.0,3.0,2.0,4.0,2790.0,2813.0,262.0,48.0,183.0
,Netherlands,,,,,,,,,,
,United States,2128.0,2128.0,2.0,0.0,0.0,2377.0,2546.0,13931.0,1464.0,10723.0
"Someone, ",India,,,,,,2665.0,2676.0,29.0,4.0,13.0
"Gujrathi, Vidit",India,2470.0,2470.0,2.0,1.0,1.0,3026.0,3024.0,322.0,60.0,127.0
,Greece,1400.0,1482.0,22.0,12.0,13.0,2694.0,2785.0,1778.0,356.0,874.0
"Zamora, Juan Carlos Gonzalez",Mexico,2539.0,2586.0,26.0,3.0,8.0,2450.0,2553.0,105.0,7.0,39.0
"Martínez, José",Spain,2400.0,1933.0,9.0,2.0,1.0,2544.0,2834.0,30.0,7.0,26.0
"L&oacute;pez, Jos&eacute; Manuel",Spain,,,,,,2375.0,2502.0,4.0,1.0,6.0
"Hao, Wang",China,,,,,,,,,,
,Spain,,,,,,,,,,
"Rogozenco, Dorian",Germany,,,,,,,,,,
,India,2478.0,2505.0,2.0,0.0,2.0,2776.0,2791.0,263.0,47.0,240.0
,International,,,,,,2678.0,2701.0,155.0,13.0,49.0
