Name,Country,Current_rapid_rating,Highest_rapid_rating,Rapid_win,Rapid_draw,Rapid_loss,Current_blitz_rating,Highest_blitz_rating,Blitz_win,Blitz_draw,Blitz_loss
"Bachmann, Axel",Paraguay,2537.0,2621.0,30.0,10.0,25.0,2799.0,2972.0,3448.0,600.0,2396.0
,United States,,,,,,3109.0,3159.0,585.0,122.0,340.0
"Berczes, David",Hungary,,,,,,2754.0,2855.0,2329.0,350.0,2544.0
"Sedlak, Nikola",Serbia,2453.0,2609.0,13.0,6.0,13.0,2800.0,2800.0,7.0,1.0,4.0
"Vitiugov, Nikita",Uruguay,2478.0,2700.0,2.0,2.0,6.0,2845.0,3080.0,110.0,31.0,53.0
,International,,,,,,2553.0,2963.0,2223.0,392.0,2298.0
"Rodshtein, Maxim",Israel,2448.0,2626.0,6.0,5.0,9.0,2820.0,2877.0,321.0,53.0,260.0
,Ukraine,,,,,,2617.0,2866.0,1324.0,185.0,878.0
"Ortiz, Suarez Isan",Cuba,2500.0,2726.0,6.0,5.0,6.0,2760.0,2797.0,2052.0,428.0,2026.0
,United States,2569.0,2569.0,27.0,7.0,3.0,2369.0,2437.0,8.0,0.0,4.0
"Bauer, Christian",France,2476.0,2634.0,5.0,3.0,2.0,2666.0,2752.0,55.0,5.0,23.0
"Son, Nguyen Ngoc Truong",Vietnam,2663.0,2811.0,31.0,33.0,19.0,2881.0,3120.0,746.0,235.0,478.0
"Sanchez, Cristhian Cruz",Peru,2293.0,2620.0,20.0,7.0,9.0,2699.0,2733.0,98.0,12.0,57.0
"Jianchao, Zhou",England,2736.0,2785.0,3.0,3.0,0.0,2762.0,2847.0,72.0,6.0,24.0
"Ionescu, Constantin",Romania,2450.0,1949.0,2.0,0.0,3.0,2450.0,2060.0,2.0,0.0,1.0
"Cubas, Jose",Paraguay,2483.0,2542.0,41.0,3.0,8.0,2567.0,2591.0,498.0,71.0,404.0
"Brandenburg, Daan",Netherlands,2530.0,2606.0,8.0,0.0,1.0,2545.0,2695.0,929.0,165.0,664.0
"Urkedal, Frode",Norway,2503.0,2675.0,41.0,15.0,11.0,2893.0,2893.0,228.0,35.0,115.0
"King, Daniel",England,,,,,,1549.0,1549.0,2.0,0.0,0.0
"Swiercz, Dariusz",United States,2467.0,2735.0,95.0,57.0,68.0,2958.0,3020.0,2796.0,806.0,2353.0
"Arenas, David",Colombia,2331.0,2475.0,4.0,5.0,9.0,2532.0,2647.0,622.0,74.0,541.0
"Baramidze, David",Germany,2343.0,2696.0,3.0,1.0,1.0,2439.0,2517.0,25.0,0.0,7.0
"Gavrilescu, David",Romania,2447.0,2447.0,9.0,1.0,3.0,2755.0,2834.0,11.0,0.0,3.0
"Rogic, Davor",Croatia,,,,,,2371.0,2522.0,111.0,11.0,77.0
"Vreugt, Dennis de",Netherlands,2400.0,2090.0,1.0,0.0,1.0,2494.0,2553.0,18.0,5.0,6.0
"Chopra, Aryan",India,2609.0,2706.0,7.0,6.0,1.0,2784.0,2862.0,10.0,0.0,4.0
"Ma, Qun",China,2585.0,2607.0,4.0,4.0,1.0,2928.0,3003.0,626.0,171.0,538.0
"Jha, Sriram",India,1988.0,2464.0,3.0,0.0,3.0,2478.0,2549.0,27.0,6.0,16.0
"Makhnev, Denis",Kazakhstan,2467.0,2591.0,40.0,17.0,19.0,2947.0,3015.0,2117.0,414.0,1660.0
"Nikitenko, Mihail",The Gambia,,,,,,2837.0,2830.0,115.0,12.0,28.0
,Colombia,2248.0,2334.0,1.0,2.0,2.0,2577.0,2604.0,38.0,6.0,20.0
,Russia,2606.0,2807.0,4.0,2.0,3.0,2831.0,2936.0,641.0,136.0,712.0
"Devyatkin, Andrey",Western Sahara,2118.0,,0.0,1.0,3.0,2879.0,2886.0,559.0,138.0,318.0
"Venkataraman, Karthik",India,2522.0,2522.0,5.0,3.0,1.0,2825.0,2910.0,1061.0,215.0,817.0
,Russia,2400.0,2400.0,2.0,1.0,1.0,2905.0,2957.0,1299.0,388.0,950.0
"LTT, NGUYEN",Vietnam,,,,,,2758.0,2758.0,801.0,99.0,835.0
"Юдин, Сергей",Russia,1990.0,2515.0,4.0,0.0,5.0,2931.0,2904.0,163.0,20.0,74.0
"Lodici, Lorenzo",Italy,2422.0,2458.0,48.0,7.0,19.0,2736.0,2887.0,858.0,154.0,567.0
"Banikas, Hristos",Greece,,,,,,2913.0,3036.0,1266.0,410.0,1144.0
"Valsecchi, Alessio",Italy,2661.0,2661.0,6.0,3.0,3.0,2776.0,2803.0,1388.0,304.0,1011.0
"Dragun, Kamil",Poland,2427.0,2609.0,26.0,11.0,9.0,2810.0,2885.0,1406.0,301.0,990.0
,Germany,2420.0,2497.0,1.0,0.0,2.0,2973.0,2973.0,5699.0,840.0,3899.0
"Holt, Conrad",United States,2630.0,2860.0,19.0,10.0,5.0,2885.0,2912.0,1513.0,215.0,608.0
,Russia,,,,,,2816.0,2877.0,299.0,62.0,166.0
"Mortimer, James",United Kingdom,2395.0,,0.0,1.0,1.0,2948.0,3028.0,2033.0,557.0,2000.0
"Árnason, Jón L.",Iceland,1549.0,1862.0,2.0,0.0,4.0,2360.0,2561.0,671.0,131.0,421.0
"Bogner, Sebastian",Switzerland,2307.0,2413.0,118.0,9.0,35.0,2825.0,2882.0,865.0,179.0,610.0
"(IRI), Ehsan GhaemMaghami",Iran,2483.0,2782.0,11.0,5.0,6.0,2865.0,2964.0,3087.0,811.0,2539.0
"Magerramov, Elmar",Azerbaijan,,,,,,,,,,
"Velten, Paul",France,,,,,,2626.0,2716.0,367.0,43.0,177.0
,Brazil,2400.0,,0.0,1.0,0.0,3049.0,3050.0,1919.0,458.0,1693.0
"Eljanov, Pavel",Ukraine,2643.0,2718.0,35.0,21.0,18.0,2903.0,3014.0,4693.0,1626.0,4561.0
"Paehtz, Elisabeth",Germany,2481.0,2629.0,12.0,2.0,1.0,2517.0,2617.0,249.0,38.0,96.0
,Spain,,,,,,2899.0,2972.0,403.0,103.0,241.0
"Livaic, Leon",Croatia,,,,,,2809.0,2950.0,328.0,75.0,234.0
"Safarli, Eltaj",Azerbaijan,2536.0,2729.0,24.0,15.0,14.0,2920.0,3111.0,579.0,192.0,254.0
"Najer, Evgeniy",Russia,2446.0,2530.0,18.0,12.0,15.0,2842.0,2842.0,397.0,62.0,323.0
"Ushenina, Anna",Ukraine,2342.0,2585.0,1.0,0.0,1.0,2687.0,2783.0,76.0,33.0,38.0
"Romero, Ernesto Fernandez",Spain,,,,,,2527.0,2527.0,78.0,3.0,25.0
"Sebag, Marie",France,2342.0,2595.0,36.0,2.0,5.0,2489.0,2628.0,417.0,69.0,227.0
,Brazil,2068.0,2506.0,20.0,0.0,1.0,2687.0,2784.0,11579.0,1998.0,11769.0
,United States,,,,,,2850.0,2882.0,163.0,23.0,142.0
"Pavlidis, Antonios",Greece,2589.0,2945.0,12.0,7.0,3.0,2587.0,2788.0,1001.0,147.0,683.0
,Sao Tome/Principe,,,,,,2943.0,2970.0,131.0,38.0,75.0
"Amonatov, Farrukh",Tajikistan,2546.0,2615.0,5.0,3.0,3.0,3000.0,3007.0,3890.0,1151.0,3861.0
,Germany,,,,,,2370.0,2757.0,114.0,18.0,82.0
"Fedoseev, Vladimir",Russia,,,,,,,,,,
"Hillarp, Tiger",Sweden,2176.0,2555.0,5.0,6.0,9.0,2563.0,2732.0,6.0,0.0,1.0
"Harishankkar, Bharath Subramaniyam.H",India,2584.0,2653.0,60.0,21.0,58.0,2818.0,2924.0,4461.0,617.0,3117.0
"Hera, Imre Jr",Hungary,2371.0,2701.0,4.0,5.0,3.0,2706.0,2808.0,88.0,22.0,74.0
,Russia,2428.0,,0.0,1.0,0.0,2937.0,3000.0,187.0,32.0,159.0
,Ukraine,,,,,,2802.0,2878.0,188.0,38.0,124.0
"Fodor, Tamas",Hungary,2272.0,2518.0,5.0,1.0,3.0,2798.0,2800.0,431.0,70.0,283.0
"&ewa, Foewa",Jamaica,1375.0,1375.0,4.0,0.0,1.0,2916.0,2932.0,476.0,69.0,147.0
,Germany,,,,,,2917.0,2917.0,148.0,27.0,55.0
"Fosti, ",Iceland,2275.0,2424.0,6.0,4.0,0.0,2466.0,2547.0,114.0,36.0,96.0
"Gustafsson, Jan",Germany,1531.0,,0.0,0.0,1.0,2303.0,2303.0,22.0,0.0,4.0
,Sweden,,,,,,2967.0,3028.0,102.0,10.0,44.0
"Ftacnik, Lubomir",Slovakia,2544.0,2743.0,7.0,7.0,5.0,,,,,
"Rychagov, Andrey",Russia,2336.0,2388.0,22.0,9.0,33.0,2662.0,2779.0,435.0,61.0,279.0
"Gabuzyan, Hovhannes",United States,2558.0,2571.0,24.0,12.0,17.0,2873.0,3064.0,1921.0,467.0,1621.0
,Turkmenistan,2137.0,2430.0,4.0,2.0,5.0,2666.0,2813.0,1029.0,197.0,987.0
"G, Akash",India,2407.0,2621.0,5.0,5.0,4.0,2655.0,2730.0,56.0,6.0,38.0
"Гальперин, Платон",Ukraine,2392.0,2467.0,32.0,1.0,3.0,2984.0,3032.0,1181.0,207.0,871.0
"Megaranto, Susanto",Indonesia,2505.0,2564.0,21.0,18.0,10.0,2907.0,3010.0,3268.0,643.0,1624.0
,Japan,2532.0,2572.0,5.0,1.0,1.0,2808.0,2896.0,1289.0,192.0,1219.0
"Gavrikov, Viktor",Bulgaria,,,,,,,,,,
"Gutman, Gennadii",Ukraine,1207.0,2161.0,21.0,5.0,34.0,2436.0,2701.0,386.0,71.0,286.0
"Sosonko, Genna",Netherlands,,,,,,,,,,
"Giorgadze, George",Georgia,1758.0,,0.0,0.0,2.0,2245.0,2245.0,4.0,0.0,0.0
,Hungary,2563.0,2563.0,1.0,0.0,2.0,2676.0,2742.0,4715.0,1027.0,3928.0
,Isle of Man,,,,,,2817.0,2843.0,246.0,32.0,201.0
"Grigore, George-Gabriel",Romania,2392.0,2392.0,23.0,2.0,0.0,2408.0,2658.0,534.0,96.0,258.0
,Japan,,,,,,2777.0,2788.0,51.0,5.0,18.0
"Quparadze, Giga",Georgia,2798.0,2940.0,22.0,5.0,1.0,2928.0,3077.0,7602.0,1848.0,5045.0
,Ivory Coast,,,,,,2780.0,2909.0,2278.0,428.0,1856.0
,Russia,2372.0,2507.0,69.0,7.0,35.0,2438.0,2543.0,288.0,32.0,243.0
"Socko, Monika",Poland,2170.0,2452.0,11.0,5.0,16.0,2513.0,2721.0,1580.0,244.0,1166.0
"Delchev, Alex",Bulgaria,2494.0,2535.0,58.0,19.0,17.0,2525.0,2734.0,768.0,139.0,560.0
"Quintana, Omar",Cuba,2709.0,2709.0,22.0,6.0,3.0,2657.0,2865.0,563.0,114.0,336.0
"Alsayed, Mohammed",Qatar,,,,,,2520.0,2679.0,750.0,88.0,510.0
"Antic, Dejan",Serbia,,,,,,2113.0,2113.0,1.0,0.0,0.0
"Rombaldoni, Axel",Italy,,,,,,2706.0,2837.0,9.0,0.0,7.0
"Zapata, Alonso",United States,2369.0,2558.0,4.0,0.0,1.0,2349.0,2454.0,163.0,15.0,120.0
,United States,,,,,,,,,,
"Macieja, Bartlomiej",United States,,,,,,2562.0,2571.0,49.0,10.0,30.0
"Sanchez, Cristhian Cruz",Peru,,,,,,,,,,
"Cyborowski, Lukasz",Poland,1735.0,2000.0,10.0,0.0,2.0,2745.0,2745.0,2117.0,347.0,1255.0
"Hess, Robert L.",United States,2444.0,2664.0,87.0,8.0,61.0,2920.0,2949.0,10205.0,1173.0,6438.0
"Nakamura, Hikaru",Austria,2627.0,2693.0,9.0,3.0,1.0,2908.0,3074.0,3254.0,148.0,176.0
"Izeta, Felix",England,2067.0,2067.0,19.0,0.0,0.0,2360.0,2360.0,78.0,8.0,30.0
"Hammer, Jon Ludvig",Norway,2535.0,2754.0,296.0,37.0,24.0,2851.0,2945.0,3049.0,322.0,939.0
"Batista, Lazaro Bruzon",United States,2647.0,2775.0,27.0,5.0,7.0,2956.0,2978.0,1004.0,418.0,769.0
"Kanarek, Marcel",Poland,,,,,,2568.0,2629.0,48.0,13.0,33.0
,Ukraine,2214.0,2593.0,5.0,2.0,1.0,2435.0,2552.0,99.0,20.0,82.0
"Mitkov, Nikola",United States,2390.0,2473.0,10.0,3.0,4.0,2621.0,2643.0,600.0,102.0,446.0
"Panno, Oscar",Argentina,,,,,,2116.0,2116.0,2.0,0.0,0.0
"Gupta, Prithu",India,2132.0,2460.0,4.0,5.0,10.0,2312.0,2607.0,739.0,104.0,931.0
,Hungary,,,,,,2821.0,2839.0,3063.0,746.0,3500.0
"Chavarria, Sergio Barrientos",Colombia,2428.0,2500.0,11.0,3.0,3.0,2590.0,2808.0,304.0,40.0,262.0
"Pert, Nick",United Kingdom,,,,,,2610.0,2610.0,3.0,0.0,0.0
"So, Wesley",United States,2856.0,2938.0,104.0,111.0,35.0,3108.0,3192.0,1292.0,446.0,592.0
,Armenia,,,,,,2485.0,2485.0,5.0,1.0,0.0
"Andrei, ",Romania,1702.0,1970.0,78.0,3.0,28.0,2257.0,2274.0,632.0,52.0,191.0
"Laylo, Darwin",Philippines,2312.0,2451.0,106.0,108.0,20.0,2670.0,2690.0,1017.0,251.0,660.0
"Kollars, Dmitrij",Germany,2663.0,2914.0,27.0,21.0,14.0,2949.0,3108.0,15497.0,2935.0,9847.0
,Slovenia,2455.0,2626.0,8.0,9.0,5.0,2679.0,2874.0,4125.0,896.0,4229.0
"Pantsulaia, Levan",Georgia,2659.0,2782.0,31.0,20.0,23.0,2768.0,2969.0,727.0,126.0,592.0
"Chess, Fearless",China,2135.0,2548.0,30.0,4.0,17.0,2681.0,2823.0,775.0,155.0,674.0
,Czech Republic,,,,,,2966.0,2994.0,97.0,19.0,48.0
"Korobov, Anton",Ukraine,2648.0,2876.0,12.0,10.0,5.0,3008.0,3059.0,854.0,158.0,414.0
"Brynell, Stellan",Sweden,,,,,,2486.0,2535.0,404.0,59.0,239.0
,Vietnam,,,,,,2278.0,2692.0,120.0,21.0,87.0
"Grandelius, Nils",Sweden,2505.0,2768.0,35.0,19.0,28.0,2870.0,2957.0,689.0,125.0,293.0
"golizadeh, asghar",Iran,1939.0,2547.0,10.0,2.0,8.0,2360.0,2796.0,1112.0,141.0,1233.0
"Kevlishvili, Robby",Netherlands,2596.0,2623.0,32.0,16.0,24.0,3004.0,3004.0,1768.0,623.0,1905.0
"Nasuta, Grzegorz",Poland,2561.0,2590.0,19.0,17.0,23.0,2717.0,2763.0,726.0,124.0,484.0
"Serper, Gregory",United States,,,,,,,,,,
"Kjartansson, Gudmundur",Iceland,2452.0,2676.0,20.0,6.0,12.0,2611.0,2635.0,199.0,29.0,123.0
,Senegal,2000.0,2000.0,2.0,0.0,0.0,2396.0,2572.0,3192.0,601.0,2323.0
,Armenia,,,,,,3063.0,3063.0,398.0,85.0,236.0
"Latasa, Jaime Santos",Spain,2721.0,2721.0,3.0,3.0,2.0,2911.0,2911.0,212.0,31.0,105.0
,International,2337.0,2377.0,32.0,7.0,10.0,2757.0,2803.0,2014.0,265.0,1556.0
"Hamitevici, Vladimir",Moldova,2072.0,2244.0,4.0,1.0,3.0,2532.0,2789.0,4892.0,672.0,4279.0
"Paragua, Mark",Philippines,2917.0,2562.0,8.0,3.0,2.0,2917.0,2915.0,311.0,49.0,189.0
,Turkey,,,,,,2499.0,2567.0,193.0,15.0,143.0
"Niemann, Hans",United States,2711.0,2719.0,67.0,34.0,44.0,2964.0,3042.0,857.0,178.0,604.0
"Jakubowski, Krzysztof",Poland,2333.0,2589.0,10.0,5.0,14.0,2641.0,2716.0,1052.0,166.0,757.0
,France,,,,,,2887.0,3021.0,174.0,49.0,127.0
,Russia,,,,,,2024.0,2451.0,6116.0,620.0,4889.0
"Hoang, Thanh Trang",Hungary,2149.0,2425.0,3.0,8.0,8.0,2339.0,2527.0,9.0,3.0,6.0
"Hoffman, Alejandro",Uruguay,2261.0,2277.0,11.0,5.0,9.0,2520.0,2540.0,364.0,100.0,249.0
,Armenia,,,,,,2864.0,2916.0,227.0,54.0,199.0
"Banikas, Hristos",Greece,2441.0,2609.0,2.0,3.0,3.0,2948.0,2948.0,92.0,24.0,52.0
"Peng, Zhaoqin",Netherlands,2233.0,2376.0,4.0,9.0,4.0,2280.0,2362.0,224.0,25.0,141.0
"Spangenberg, gmHugo",Argentina,1565.0,2000.0,1.0,0.0,1.0,2673.0,2769.0,3201.0,607.0,2162.0
,France,,,,,,3036.0,3175.0,133.0,26.0,92.0
"Kovalenko, Igor",Ukraine,2626.0,2667.0,70.0,38.0,64.0,2930.0,3026.0,8273.0,1562.0,5489.0
,Isle of Man,2499.0,2499.0,1.0,0.0,0.0,2393.0,2605.0,193.0,51.0,214.0
"Turner, Matthew",Scotland,2415.0,2521.0,179.0,18.0,22.0,2655.0,2723.0,669.0,75.0,237.0
"Ponkratov, Pavel",Russia,2560.0,2877.0,96.0,47.0,94.0,2835.0,3005.0,2067.0,411.0,1340.0
,Russia,,,,,,2720.0,2896.0,583.0,132.0,445.0
,Canada,,,,,,2909.0,3030.0,281.0,56.0,243.0
"Rosell, Alvar Alonso",Spain,2623.0,2874.0,17.0,6.0,14.0,2753.0,2890.0,1132.0,170.0,791.0
,Slovakia,2431.0,2888.0,1.0,1.0,3.0,2793.0,2896.0,836.0,154.0,628.0
,Norway,,,,,,2431.0,2707.0,3.0,1.0,2.0
"Alsina, Daniel",United States,2239.0,2552.0,1.0,0.0,7.0,2488.0,2525.0,232.0,30.0,121.0
,Australia,2400.0,,0.0,0.0,1.0,2614.0,2649.0,56.0,11.0,37.0
"Hellsten, Johan",Sweden,2377.0,2377.0,6.0,0.0,0.0,2762.0,2799.0,885.0,307.0,771.0
,Dominican Republic,,,,,,2689.0,2781.0,207.0,26.0,147.0
"Riff, Jean-Noel",France,2279.0,2506.0,6.0,1.0,5.0,2688.0,2847.0,5216.0,942.0,3672.0
"蔡依林, ",Taiwan,2341.0,2341.0,10.0,2.0,0.0,2738.0,2753.0,766.0,68.0,451.0
"Tisdall, Jonathan",Norway,,,,,,,,,,
"Speelman, Jon",United Kingdom,,,,,,2679.0,2742.0,15.0,3.0,3.0
"Ruiz, Joshua",United States,2450.0,2662.0,9.0,5.0,3.0,2756.0,2920.0,2012.0,450.0,1567.0
"Joshua, ",Germany,2185.0,2204.0,145.0,51.0,103.0,2968.0,3047.0,689.0,195.0,698.0
"Mecking, Henrique",Brazil,,,,,,2592.0,2632.0,215.0,60.0,195.0
"Thybo, Jesper Sondergaard",Denmark,2393.0,2394.0,27.0,8.0,4.0,2669.0,2863.0,675.0,97.0,380.0
,Spain,,,,,,,,,,
"Jumabayev, Rinat",Haiti,2455.0,2730.0,68.0,29.0,87.0,2869.0,2963.0,2405.0,474.0,2118.0
"Gurevich, Dmitry",United States,,,,,,2155.0,2155.0,30.0,1.0,0.0
,Hungary,1551.0,1551.0,13.0,2.0,1.0,2703.0,2719.0,2516.0,496.0,2459.0
"Sage, Vic",Fiji,2114.0,2489.0,16.0,0.0,6.0,2877.0,2978.0,4329.0,886.0,2949.0
"Wenjun, Ju",China,2488.0,2688.0,42.0,39.0,33.0,2554.0,2765.0,229.0,47.0,175.0
"Jinshi, Bai",China,2383.0,2600.0,11.0,9.0,5.0,2840.0,2840.0,343.0,67.0,150.0
"Miton, Kamil",Poland,,,,,,2606.0,2788.0,201.0,33.0,130.0
,Denmark,2591.0,2591.0,19.0,7.0,6.0,2790.0,2845.0,249.0,62.0,136.0
"Kantor, Gergely",Hungary,2505.0,2542.0,6.0,5.0,4.0,2775.0,2890.0,40.0,11.0,20.0
"Rambaldi, Francesco",United States,2506.0,2776.0,4.0,1.0,1.0,2673.0,2917.0,5083.0,782.0,3628.0
,Russia,1578.0,,0.0,0.0,1.0,2819.0,2911.0,539.0,63.0,320.0
"Kadric, Denis",Bosnia-Herzegovina,2136.0,2136.0,2.0,0.0,0.0,2784.0,2931.0,2547.0,420.0,2600.0
"Reinderman, Dimitri",Netherlands,,,,,,2699.0,2699.0,38.0,3.0,12.0
,Switzerland,,,,,,,,,,
"Georgiev, Kiril",North Macedonia,2846.0,2737.0,15.0,5.0,4.0,2817.0,2860.0,154.0,31.0,55.0
"Landa, Konstantin",United Arab Emirates,,,,,,2514.0,2539.0,98.0,24.0,21.0
"Söze, Keyser",United States,,,,,,2945.0,3013.0,2298.0,504.0,2114.0
"Kobalia, Mikhail",Russia,2346.0,2522.0,24.0,17.0,19.0,2699.0,2862.0,604.0,121.0,306.0
"Mastrovasilis, Dimitrios",Greece,2482.0,2536.0,73.0,12.0,8.0,2824.0,2824.0,274.0,21.0,25.0
"Abergel, Thal",France,,,,,,2365.0,2536.0,267.0,23.0,180.0
"Khismatullin, Denis",Russia,,,,,,3017.0,3025.0,78.0,11.0,44.0
"Kuybokarov, Temur",Australia,2508.0,2671.0,25.0,15.0,9.0,3017.0,3017.0,99.0,9.0,47.0
"Vasquez, Rodrigo",Chile,2493.0,2700.0,70.0,19.0,45.0,2898.0,2965.0,3967.0,734.0,2677.0
"Skoberne, Jure",Slovenia,2494.0,2567.0,8.0,2.0,5.0,2597.0,2814.0,505.0,70.0,474.0
"Demuth, Adrien",France,2521.0,2521.0,20.0,3.0,7.0,2796.0,2875.0,254.0,26.0,104.0
"Hauge, Lars Oskar",Norway,2399.0,2602.0,13.0,1.0,4.0,2698.0,2955.0,1386.0,313.0,1287.0
"Marandi, Cemil Can Ali",Turkey,2770.0,2827.0,36.0,12.0,2.0,2893.0,2950.0,3110.0,584.0,1870.0
"Sochacki, Christophe",France,2428.0,2451.0,14.0,2.0,9.0,2622.0,2801.0,486.0,67.0,334.0
,Cayman Islands,,,,,,2859.0,2859.0,113.0,19.0,57.0
"Stopa, Jacek",United States,,,,,,2585.0,2654.0,28.0,7.0,16.0
"Dvirnyy, Danyyil",Italy,2551.0,2557.0,12.0,8.0,7.0,2749.0,2948.0,2369.0,470.0,1650.0
"Strikovic, Aleksa",Spain,2213.0,2492.0,59.0,17.0,28.0,2739.0,2786.0,241.0,39.0,101.0
"Gutman, Lev",Germany,2466.0,2466.0,4.0,0.0,0.0,2343.0,2577.0,12507.0,1977.0,9911.0
"Leventiić, Ivan",Croatia,2171.0,2171.0,1.0,2.0,1.0,,,,,
,United States,,,,,,2579.0,2726.0,72.0,9.0,59.0
"Sambuev, Bator",Canada,,,,,,2430.0,2586.0,1223.0,164.0,774.0
"Dzagnidze, Nana",Georgia,2308.0,2515.0,6.0,4.0,10.0,2593.0,2742.0,698.0,144.0,677.0
"Golod, Vitali",United Kingdom,2606.0,2606.0,7.0,0.0,0.0,2518.0,2585.0,29.0,7.0,4.0
,Guatemala,2687.0,2782.0,8.0,6.0,4.0,2986.0,3055.0,1683.0,329.0,1240.0
"Chongsheng, Zeng",China,2571.0,2671.0,11.0,9.0,6.0,2998.0,3097.0,729.0,103.0,549.0
"Rapport, Richard",Hungary,2744.0,2922.0,7.0,17.0,3.0,3033.0,3097.0,1467.0,378.0,851.0
,United States,,,,,,2747.0,2892.0,932.0,273.0,1089.0
"Yi, Wei",China,2740.0,2895.0,50.0,46.0,21.0,3074.0,3129.0,440.0,106.0,225.0
,Spain,,,,,,2923.0,2950.0,169.0,23.0,115.0
"Perez, Luis Ernesto Quesada",Cuba,2472.0,2663.0,8.0,3.0,6.0,2815.0,2878.0,444.0,33.0,271.0
"Chami, Luis Fernando Ibarra",Mexico,2285.0,2398.0,9.0,2.0,7.0,2660.0,2898.0,722.0,105.0,391.0
"Jarmula, Lukasz",Poland,1381.0,,0.0,2.0,2.0,2616.0,2777.0,2730.0,657.0,2857.0
"Paichadze, Luka",Georgia,2472.0,2746.0,13.0,3.0,11.0,2780.0,2937.0,1310.0,193.0,1211.0
"Lupulescu, Constantin",Romania,2522.0,2669.0,8.0,5.0,5.0,2762.0,2762.0,23.0,5.0,10.0
"Cori, Jorge",Peru,2543.0,2835.0,17.0,5.0,9.0,2760.0,2953.0,566.0,95.0,413.0
"Molner, Mackenzie",United States,2598.0,2853.0,13.0,7.0,8.0,2435.0,2634.0,447.0,58.0,192.0
"Zaitsev, Alexander",Russia,1565.0,1565.0,6.0,1.0,1.0,2485.0,2644.0,1954.0,270.0,1124.0
"Maghalashvili, Davit",Georgia,2372.0,2495.0,6.0,0.0,3.0,2751.0,2986.0,1173.0,304.0,797.0
"Petrosyan, Manuel",Armenia,2575.0,2649.0,19.0,9.0,12.0,2806.0,2984.0,1974.0,478.0,1641.0
"Maurizzi, Marc-Andria",France,2263.0,2376.0,8.0,5.0,16.0,2430.0,2852.0,4797.0,559.0,3805.0
,North Korea,2568.0,,0.0,0.0,1.0,2725.0,2801.0,274.0,39.0,147.0
"Muzychuk, Mariya",Ukraine,2422.0,2602.0,11.0,11.0,7.0,,,,,
"Ragger, Markus",Austria,2282.0,2359.0,3.0,1.0,4.0,2657.0,2753.0,233.0,55.0,115.0
"Duany, Lelys Stanley Martinez",Cuba,2449.0,2673.0,11.0,4.0,7.0,2624.0,2646.0,232.0,46.0,245.0
,Armenia,,,,,,2771.0,2824.0,502.0,222.0,512.0
"Womacka, Mathias",Germany,2428.0,2428.0,23.0,1.0,1.0,2521.0,2613.0,1853.0,168.0,472.0
"Dlugy, Maxim",United States,2400.0,1936.0,1.0,0.0,0.0,2910.0,2976.0,2320.0,698.0,1861.0
,Belgium,2273.0,2298.0,5.0,5.0,2.0,2621.0,2635.0,287.0,28.0,84.0
,Canary Islands,2521.0,2647.0,3.0,0.0,1.0,2686.0,2856.0,982.0,461.0,805.0
"Maze, Sebastien",France,1812.0,2641.0,24.0,2.0,7.0,2600.0,2854.0,1560.0,291.0,1364.0
"Bluvshtein, Mark",Canada,,,,,,2635.0,2798.0,431.0,76.0,297.0
,Tuvalu,,,,,,2496.0,2496.0,81.0,6.0,26.0
"Zhao, Zong-Yuan",Australia,2460.0,2544.0,64.0,3.0,4.0,2814.0,2878.0,3326.0,581.0,2453.0
"Zhao, Zong-Yuan",Australia,,,,,,2801.0,2810.0,618.0,102.0,479.0
"Amanov, Mesgen",Turkmenistan,,,,,,2055.0,2080.0,21.0,0.0,4.0
"Flores, Diego",Argentina,2648.0,2666.0,23.0,6.0,16.0,2772.0,2831.0,111.0,24.0,63.0
"Hebden, Mark",United Kingdom,2061.0,2444.0,10.0,2.0,6.0,2520.0,2693.0,623.0,62.0,197.0
"Roiz, Michael",Israel,2600.0,2608.0,6.0,3.0,0.0,3033.0,3097.0,5883.0,2122.0,3133.0
"Suba, Mihai",Spain,1868.0,2182.0,1561.0,218.0,878.0,1858.0,2132.0,8698.0,934.0,5819.0
"Milanovic, Danilo",Serbia,2357.0,2707.0,7.0,0.0,4.0,2564.0,2607.0,113.0,13.0,61.0
"Zajic, Milan",Serbia,2561.0,2619.0,17.0,10.0,4.0,2900.0,2910.0,71.0,15.0,44.0
"Parligras, Mircea",Romania,2599.0,2635.0,21.0,7.0,1.0,2761.0,2786.0,636.0,188.0,379.0
"Can, Emre",Turkey,2580.0,2701.0,13.0,1.0,10.0,2797.0,2885.0,4431.0,832.0,3749.0
"Mchedlishvili, Mikheil",Georgia,2494.0,2598.0,14.0,5.0,8.0,2924.0,2924.0,495.0,94.0,428.0
"Iskandarov, Misratdin",Azerbaijan,2148.0,2259.0,5.0,1.0,2.0,2581.0,2775.0,435.0,59.0,364.0
"Guha, Mitrabha",India,2555.0,2758.0,162.0,44.0,57.0,2847.0,2970.0,1696.0,286.0,1329.0
"Jr, Luca Moroni",Italy,2511.0,2623.0,49.0,9.0,14.0,2860.0,2975.0,2986.0,563.0,1977.0
,Russia,,,,,,2784.0,2826.0,343.0,62.0,284.0
,Italy,2274.0,2400.0,5.0,1.0,3.0,2555.0,2555.0,47.0,1.0,11.0
,United Kingdom,2012.0,2092.0,36.0,2.0,10.0,2444.0,2537.0,188.0,26.0,75.0
