Name,Country,Current_rapid_rating,Highest_rapid_rating,Rapid_win,Rapid_draw,Rapid_loss,Current_blitz_rating,Highest_blitz_rating,Blitz_win,Blitz_draw,Blitz_loss,Wins_online,Draws_online,Losses_online
,India,2500.0,2010.0,2.0,2.0,4.0,255.0,2162.0,4.0,1.0,4.0,35.29,17.65,47.06
"Alekseev, Evgeny",Russia,2634.0,2732.0,7.0,3.0,4.0,2883.0,2938.0,2284.0,406.0,1541.0,53.97,9.63,36.4
"Sevillano, Enrico",United States,2125.0,2502.0,86.0,12.0,23.0,2519.0,2763.0,284.0,41.0,136.0,63.57,9.11,27.32
"Dashzegve, Sharavdorj",Mongolia,,,,,,2614.0,2713.0,686.0,101.0,704.0,,,
"Belozerov, Andrei",Russia,2192.0,2673.0,198.0,5.0,26.0,2636.0,2711.0,950.0,116.0,363.0,69.24,7.3,23.46
"Novik, Maxim",Lithuania,,,,,,2505.0,2640.0,1423.0,159.0,1598.0,,,
"Tisdall, Jonathan",Norway,,,,,,,,,,,,,
,India,1736.0,,0.0,0.0,2.0,2906.0,2981.0,73.0,4.0,33.0,65.18,3.57,31.25
,Germany,,,,,,,,,,,,,
"Mirzoev, Azer",Azerbaijan,2429.0,2562.0,26.0,3.0,6.0,2691.0,2770.0,1500.0,287.0,743.0,59.49,11.31,29.2
,Serbia,2374.0,2475.0,16.0,9.0,6.0,2522.0,2699.0,767.0,155.0,534.0,52.66,11.03,36.31
,Ukraine,1262.0,,0.0,0.0,1.0,2463.0,2502.0,128.0,5.0,55.0,67.72,2.65,29.63
"Mosadeghpour, Masoud",Iran,2226.0,2500.0,18.0,4.0,6.0,2974.0,2997.0,153.0,16.0,58.0,67.06,7.84,25.1
,Poland,,,,,,2620.0,2672.0,360.0,87.0,250.0,,,
"Grachev, Boris",Russia,2578.0,2601.0,9.0,4.0,3.0,2959.0,3003.0,1146.0,254.0,513.0,59.88,13.37,26.75
,United States,,,,,,2525.0,2525.0,107.0,14.0,45.0,,,
"Narciso, Marc",Spain,,,,,,2523.0,2652.0,487.0,36.0,183.0,,,
"Moussard, Jules",France,2715.0,2750.0,51.0,20.0,22.0,2988.0,3065.0,1761.0,313.0,1194.0,53.91,9.91,36.18
"Tan, Zhongyi",China,2523.0,2631.0,22.0,17.0,16.0,2717.0,3016.0,148.0,33.0,107.0,49.56,14.58,35.86
"Sagalchik, Gennadij",United States,,,,,,2530.0,2530.0,120.0,11.0,95.0,,,
,Portugal,1016.0,1200.0,2.0,0.0,3.0,2521.0,2676.0,16342.0,1640.0,13899.0,51.26,5.14,43.6
,Austria,,,,,,2605.0,2659.0,17807.0,1853.0,14489.0,,,
"Olafsson, Helgi",Iceland,2352.0,2512.0,2.0,1.0,1.0,2703.0,2764.0,2683.0,479.0,2268.0,49.41,8.83,41.76
"Mamedyarov, Shakhriyar",Azerbaijan,,,,,,2693.0,2693.0,129.0,7.0,12.0,,,
"GM, Big time",United States,860.0,2205.0,244.0,24.0,258.0,2237.0,2582.0,891.0,111.0,559.0,54.38,6.47,39.15
,Peru,,,,,,2785.0,2907.0,916.0,124.0,725.0,,,
"Sedlak, Niko",Serbia,,,,,,2594.0,2704.0,14.0,1.0,8.0,,,
"Sharma, Himanshu",India,2283.0,2350.0,8.0,6.0,5.0,2498.0,2498.0,162.0,9.0,114.0,55.92,4.93,39.14
"Erenburg, Sergey",United States,2470.0,2579.0,3.0,3.0,1.0,2594.0,2657.0,28.0,1.0,12.0,64.58,8.33,27.08
"Mamedyarov, Official Speedrun account of GM",Azerbaijan,,,,,,2921.0,2913.0,113.0,6.0,20.0,,,
"Erdos, Viktor",Hungary,2589.0,2729.0,21.0,20.0,16.0,2945.0,3013.0,183.0,34.0,77.0,58.12,15.38,26.5
,United States,,,,,,2405.0,2553.0,68.0,0.0,7.0,,,
"Lei, Tingjie",China,2477.0,2550.0,34.0,17.0,14.0,2704.0,2707.0,751.0,138.0,688.0,47.81,9.44,42.75
"Хегай, Дмитрий",Russia,2244.0,2350.0,6.0,2.0,1.0,2646.0,2830.0,1246.0,239.0,1039.0,49.43,9.51,41.06
,United States,2248.0,2312.0,10.0,7.0,6.0,2434.0,2562.0,263.0,30.0,198.0,53.11,7.2,39.69
"Bykhovsky, Anatoly",United States,2499.0,2499.0,3.0,0.0,0.0,2683.0,2899.0,3389.0,495.0,2990.0,49.32,7.2,43.48
,Canada,,,,,,2881.0,2938.0,794.0,160.0,535.0,,,
,India,2462.0,2483.0,20.0,6.0,27.0,2861.0,2918.0,2938.0,551.0,2910.0,45.85,8.63,45.52
"Gallego, Andres F",Colombia,1707.0,2715.0,7.0,3.0,11.0,2615.0,2780.0,2870.0,401.0,2165.0,52.72,7.4,39.88
"Ladva, Ottomar",Estonia,,,,,,2383.0,2853.0,419.0,84.0,328.0,,,
"GABE#0001, ",United Kingdom,,,,,,2421.0,2453.0,1278.0,131.0,994.0,,,
"Akobian, Varuzhan",United States,2697.0,,0.0,0.0,1.0,,,,,,,,
"Chandra, Akshat",United States,,,,,,2812.0,2890.0,1345.0,325.0,1076.0,,,
,Serbia,2004.0,2091.0,14.0,0.0,3.0,2652.0,2808.0,3709.0,791.0,3449.0,46.74,9.93,43.33
"Sorokin, Aleksey",United States,2579.0,2623.0,35.0,6.0,9.0,2889.0,2968.0,3916.0,988.0,2554.0,52.62,13.24,34.14
"Evdokimov, Alexander",Russia,,,,,,2666.0,2768.0,18.0,1.0,9.0,,,
"Predke, Alexandr",Serbia,2517.0,2710.0,24.0,22.0,29.0,2858.0,2940.0,499.0,87.0,331.0,52.72,10.99,36.29
,United States,,,,,,3018.0,3103.0,462.0,74.0,293.0,,,
"Kislinsky, Alexey",Czech Republic,2251.0,2251.0,1.0,1.0,0.0,2701.0,2811.0,1730.0,297.0,1153.0,54.4,9.37,36.24
"Colovic, Aleksandar",North Macedonia,,,,,,,,,,,,,
"Pridorozhni, Aleksei",Russia,,,,,,2866.0,2921.0,242.0,59.0,96.0,,,
"Stripunsky, Alex",United States,1563.0,2550.0,5.0,1.0,1.0,2652.0,2775.0,227.0,47.0,139.0,55.24,11.43,33.33
,United States,,,,,,2802.0,2819.0,93.0,15.0,45.0,,,
"Motylev, Alexander",Russia,2418.0,2768.0,9.0,10.0,10.0,2686.0,2878.0,95.0,11.0,47.0,57.14,11.54,31.32
,Peru,,,,,,2494.0,2618.0,37.0,2.0,23.0,,,
,Fiji,,,,,,2914.0,3012.0,1539.0,261.0,1054.0,,,
"Hamdouchi, Hicham",Qatar,2568.0,2568.0,35.0,2.0,6.0,2585.0,2698.0,748.0,82.0,676.0,50.55,5.42,44.03
,Canada,,,,,,2808.0,2941.0,33.0,2.0,19.0,,,
"Zaibi, Amir",Tunisia,2048.0,2278.0,7.0,1.0,8.0,2421.0,2483.0,757.0,111.0,496.0,55.36,8.12,36.52
"Bagheri, Amir",Monaco,2088.0,2253.0,15.0,10.0,11.0,2700.0,2773.0,1057.0,274.0,1054.0,44.28,11.73,43.99
"Baryshpolets, Andrii",United States,2523.0,2541.0,12.0,6.0,2.0,2724.0,2793.0,1683.0,272.0,1241.0,52.71,8.64,38.65
"Drygalov, Andrey",Japan,2498.0,2552.0,7.0,2.0,2.0,2917.0,3025.0,2869.0,530.0,1944.0,53.72,9.94,36.35
"Muzychuk, Anna",Ukraine,2802.0,2802.0,9.0,0.0,0.0,2642.0,2727.0,33.0,30.0,30.0,41.18,29.41,29.41
"Wirig, Anthony",France,2343.0,2407.0,87.0,8.0,27.0,2872.0,2944.0,2054.0,547.0,1705.0,48.35,12.53,39.11
"Shomoev, Anton",Russia,,,,,,2770.0,2865.0,306.0,40.0,206.0,,,
"Smirnov, Anton",Australia,2425.0,2637.0,39.0,9.0,22.0,2978.0,3088.0,4497.0,1104.0,4082.0,46.51,11.41,42.08
"Yakubboev, Nodirbek",International,2663.0,2784.0,19.0,15.0,14.0,2939.0,2980.0,65.0,6.0,33.0,55.26,13.82,30.92
"Szachowa, Akademia",Poland,,,,,,2629.0,2714.0,82.0,13.0,42.0,,,
"Pérez, Arian González",Cuba,2500.0,,0.0,0.0,2.0,2527.0,2506.0,76.0,4.0,17.0,76.77,4.04,19.19
"Erigaisi, Arjun",India,,,,,,2915.0,3088.0,356.0,83.0,194.0,,,
"Nesterov, Arseniy",International,2593.0,2605.0,46.0,19.0,16.0,2837.0,2972.0,3172.0,739.0,2200.0,51.97,12.24,35.79
"M, Pranesh",International,2586.0,2656.0,30.0,14.0,13.0,3027.0,3068.0,1321.0,319.0,1578.0,41.25,10.17,48.58
"Stevic, Hrvoje",Croatia,,,,,,2708.0,2802.0,185.0,38.0,140.0,,,
"Asadli, Vugar",Azerbaijan,2515.0,2771.0,38.0,26.0,30.0,2862.0,2974.0,2577.0,502.0,1713.0,53.52,10.81,35.67
"Arkell, Keith",United Kingdom,,,,,,2606.0,2606.0,265.0,29.0,201.0,,,
"Hodgson, Julian",United Kingdom,,,,,,2359.0,2787.0,21.0,4.0,12.0,,,
"Czebe, Attila",Hungary,2199.0,2428.0,1.0,1.0,0.0,2458.0,2503.0,71.0,12.0,44.0,55.81,10.08,34.11
"Matsuura, Everaldo",Brazil,2199.0,2503.0,5.0,3.0,2.0,2451.0,2451.0,613.0,69.0,324.0,60.83,7.09,32.09
"Kokarev, Dmitry",Russia,,,,,,2803.0,2843.0,92.0,20.0,39.0,,,
,International,,,,,,2981.0,3097.0,5205.0,497.0,1277.0,,,
"Boruchovsky, Avital",Israel,2515.0,2733.0,22.0,3.0,12.0,2743.0,2919.0,2170.0,527.0,1832.0,48.01,11.61,40.39
"Volodin, Aleksandr",Estonia,,,,,,2469.0,2725.0,602.0,67.0,248.0,,,
"Mamedyarov, Shakhriyar",Azerbaijan,2738.0,2820.0,52.0,22.0,19.0,3061.0,3076.0,761.0,219.0,486.0,52.15,15.46,32.39
"Pap, Gyula",Hungary,2429.0,2459.0,30.0,19.0,18.0,2904.0,2973.0,2357.0,509.0,1552.0,53.22,11.77,35.01
,The Gambia,,,,,,3075.0,3116.0,148.0,39.0,61.0,,,
"Thorfinnsson, Bragi",Iceland,2360.0,2455.0,13.0,8.0,8.0,2618.0,2711.0,3685.0,504.0,3035.0,50.99,7.06,41.96
"Batsuren, Dambasuren",Mongolia,2314.0,2401.0,22.0,7.0,11.0,2825.0,2836.0,307.0,31.0,100.0,68.83,7.95,23.22
"Yang, Wen",China,2128.0,,0.0,0.0,2.0,2765.0,2937.0,140.0,16.0,55.0,65.73,7.51,26.76
"Braun, Arik",Germany,2518.0,2643.0,11.0,5.0,4.0,2553.0,2799.0,1031.0,112.0,408.0,66.33,7.45,26.23
"Mamedov, Rauf",Ukraine,2686.0,2759.0,55.0,31.0,22.0,3047.0,3124.0,668.0,167.0,345.0,56.13,15.37,28.49
"Banusz, Tamas",Hungary,2602.0,2695.0,13.0,12.0,7.0,2864.0,2941.0,1413.0,311.0,1217.0,47.97,10.86,41.17
,Spain,,,,,,2666.0,2843.0,806.0,219.0,845.0,,,
"Perunovic, Milos",Serbia,2681.0,2757.0,18.0,7.0,6.0,2802.0,2884.0,651.0,116.0,466.0,52.93,9.73,37.34
"Torre, Eugene",Philippines,846.0,1200.0,5.0,1.0,20.0,2486.0,2486.0,454.0,38.0,257.0,59.23,5.03,35.74
,Tanzania,2164.0,2506.0,11.0,11.0,9.0,2682.0,2906.0,522.0,50.0,568.0,45.52,5.21,49.27
"Indjic, Aleksandar",Serbia,2479.0,2709.0,27.0,15.0,20.0,2969.0,3036.0,3104.0,558.0,1738.0,57.32,10.49,32.19
"Beshukov, Sergei",United Arab Emirates,,,,,,,,,,,,,
,Romania,2347.0,2347.0,1.0,0.0,1.0,2284.0,2443.0,10.0,0.0,3.0,73.33,0.0,26.67
"Bernasek, Jan",Czech Republic,2252.0,2500.0,8.0,0.0,4.0,2485.0,2647.0,31.0,6.0,15.0,60.94,9.38,29.69
,England,,,,,,2926.0,2933.0,98.0,7.0,19.0,,,
,United States,,,,,,2927.0,3070.0,47.0,12.0,58.0,,,
"Matlakov, Maxim",Russia,2619.0,2764.0,147.0,106.0,92.0,2946.0,3056.0,769.0,161.0,376.0,55.48,16.17,28.35
"Alekseenko, Kirill",International,2609.0,2838.0,68.0,32.0,69.0,2906.0,3010.0,2823.0,490.0,2259.0,50.36,9.09,40.55
"Brodsky, David",United States,2336.0,2681.0,18.0,8.0,12.0,2828.0,2896.0,2644.0,793.0,2491.0,44.62,13.43,41.95
"Mekhitarian, Krikor Sevag",Brazil,,,,,,2456.0,2463.0,57.0,12.0,29.0,,,
"Marandi, Cemil Can Ali",Turkey,,,,,,2280.0,2280.0,6.0,0.0,0.0,,,
,China,2097.0,,0.0,0.0,1.0,2637.0,2758.0,193.0,22.0,103.0,60.5,6.9,32.6
"Bogosavljevic, Boban",Serbia,2381.0,2392.0,5.0,13.0,0.0,2614.0,2860.0,201.0,33.0,138.0,52.82,11.79,35.38
,United States,2010.0,2010.0,44.0,2.0,0.0,2403.0,2476.0,27.0,1.0,17.0,78.02,3.3,18.68
,Slovenia,2203.0,2237.0,849.0,183.0,604.0,2790.0,2829.0,150.0,29.0,123.0,51.55,10.94,37.51
"Gretarsson, Hjorvar Steinn",Iceland,2625.0,2625.0,13.0,2.0,0.0,2629.0,2849.0,679.0,82.0,308.0,63.84,7.75,28.41
"Rohde, Michael",United States,2385.0,2626.0,42.0,10.0,12.0,2485.0,2519.0,511.0,112.0,270.0,57.78,12.75,29.47
,United States,2600.0,2600.0,1.0,0.0,0.0,3064.0,3064.0,89.0,12.0,45.0,61.22,8.16,30.61
"Bosiocic, Marin",Croatia,2693.0,2755.0,26.0,3.0,6.0,2740.0,2853.0,162.0,41.0,139.0,49.87,11.67,38.46
,United States,2406.0,2568.0,9.0,4.0,19.0,2955.0,3111.0,6333.0,1600.0,5567.0,46.87,11.85,41.28
,Germany,,,,,,2463.0,2557.0,1761.0,212.0,1379.0,,,
"Smith, Bryan",United States,,,,,,2609.0,2609.0,23.0,1.0,4.0,,,
"Repka, Christopher",Slovakia,,,,,,2854.0,2910.0,3123.0,653.0,2938.0,,,
"Villamayor, Buenaventura",Singapore,2298.0,2361.0,7.0,4.0,4.0,2528.0,2546.0,80.0,11.0,62.0,51.79,8.93,39.29
"Vinh, Bui",Vietnam,1999.0,2392.0,178.0,105.0,112.0,2403.0,2553.0,337.0,85.0,244.0,48.54,17.91,33.55
,China,,,,,,3069.0,3092.0,672.0,147.0,580.0,,,
"Pakleza, Zbigniew",Poland,2427.0,2528.0,88.0,9.0,13.0,2821.0,2896.0,3034.0,430.0,1477.0,61.81,8.69,29.5
,Russia,,,,,,2453.0,2503.0,268.0,41.0,210.0,,,
"Gonzales, Jayson",Philippines,,,,,,2387.0,2471.0,4153.0,386.0,3779.0,,,
,Saint Lucia,,,,,,,,,,,,,
"Pavas, Santiago Avila",Colombia,2427.0,2716.0,19.0,1.0,9.0,2749.0,2857.0,2496.0,432.0,2321.0,47.65,8.2,44.15
"Dourérassou, Jonathan",France,2101.0,2288.0,15.0,6.0,11.0,2720.0,2815.0,1337.0,258.0,973.0,52.0,10.15,37.85
"Kravtsiv, Martyn",Ukraine,2600.0,2650.0,107.0,48.0,58.0,2818.0,2913.0,622.0,81.0,328.0,58.6,10.37,31.03
"Marandi, Cemil Can Ali",Turkey,,,,,,2784.0,2784.0,176.0,28.0,97.0,,,
,France,,,,,,3085.0,3105.0,599.0,233.0,602.0,,,
,Indonesia,2336.0,2456.0,171.0,63.0,187.0,2199.0,2366.0,418.0,88.0,562.0,39.56,10.14,50.3
,Togo,,,,,,2823.0,2878.0,183.0,23.0,72.0,,,
"Rajpara, Ankit",India,2245.0,2476.0,1.0,1.0,1.0,2731.0,2731.0,51.0,17.0,17.0,59.09,20.45,20.45
"2015, Checky",United States,1691.0,,0.0,0.0,1.0,2920.0,2952.0,3455.0,480.0,1442.0,64.24,8.93,26.83
"Liren, Ding",China,2719.0,2884.0,32.0,40.0,16.0,3128.0,3172.0,136.0,66.0,69.0,46.8,29.53,23.68
"Alejano, Carlos Antonio Hevia",United States,2469.0,2617.0,2.0,4.0,4.0,2513.0,2735.0,920.0,209.0,1011.0,42.88,9.91,47.21
"Sturt, Raven",Brazil,2345.0,2557.0,15.0,2.0,1.0,2558.0,2603.0,792.0,56.0,731.0,50.53,3.63,45.84
"Chao, Li",China,2723.0,2856.0,38.0,18.0,2.0,2888.0,2934.0,24.0,7.0,11.0,62.0,25.0,13.0
"TV, Chessbrah",Canada,2928.0,2928.0,232.0,7.0,21.0,2891.0,3042.0,8357.0,475.0,2197.0,76.08,4.27,19.65
,United States,,,,,,,,,,,,,
"Wagner, Dennis",Germany,2480.0,2533.0,23.0,17.0,33.0,2765.0,2829.0,3078.0,460.0,1974.0,55.52,8.54,35.94
"Schebler, Gerhard",Thailand,2315.0,2415.0,653.0,142.0,209.0,2217.0,2571.0,2142.0,207.0,1212.0,61.23,7.65,31.13
"Jun, Zhao",China,2486.0,2748.0,6.0,2.0,10.0,2721.0,2913.0,831.0,230.0,720.0,46.53,12.9,40.58
"Heimann, Andreas",Germany,2506.0,2549.0,9.0,5.0,2.0,2632.0,2756.0,3.0,0.0,2.0,57.14,23.81,19.05
,Poland,,,,,,2568.0,2812.0,36.0,18.0,33.0,,,
,United States,2488.0,2717.0,29.0,6.0,21.0,2711.0,2848.0,1076.0,219.0,1315.0,41.45,8.44,50.11
,China,,,,,,2918.0,2929.0,1155.0,346.0,670.0,,,
"Komljenovic, Davorin",Croatia,2000.0,,0.0,0.0,1.0,2344.0,2352.0,322.0,24.0,208.0,58.02,4.32,37.66
,United States,2634.0,2634.0,8.0,0.0,0.0,2772.0,3003.0,1021.0,173.0,507.0,60.21,10.12,29.67
,South Africa,,,,,,2608.0,2620.0,42.0,4.0,11.0,,,
,United States,2005.0,2682.0,7.0,0.0,2.0,2815.0,3023.0,1564.0,371.0,908.0,55.08,13.01,31.91
"Yangyi, Yu",China,2749.0,2906.0,63.0,69.0,28.0,3047.0,3135.0,569.0,125.0,243.0,57.61,17.68,24.7
"Prohaszka, Peter",Hungary,2480.0,2646.0,12.0,5.0,7.0,2766.0,2823.0,309.0,36.0,217.0,54.78,7.0,38.23
"Das, Neelotpal",India,2113.0,2113.0,2.0,2.0,2.0,2446.0,2576.0,136.0,14.0,95.0,54.98,6.37,38.65
"Training, Chess",Canada,1461.0,2550.0,1.0,0.0,4.0,2287.0,2988.0,216.0,30.0,210.0,47.07,6.51,46.42
"Abdusattorov, Nodirbek",Uzbekistan,2817.0,2840.0,159.0,79.0,126.0,2989.0,3042.0,1774.0,417.0,1128.0,52.48,13.47,34.05
,United States,2347.0,2565.0,80.0,3.0,9.0,2858.0,3014.0,4466.0,466.0,1835.0,66.28,6.84,26.88
"Bu, Xiangzhi",China,2657.0,2788.0,7.0,13.0,7.0,2701.0,2701.0,8.0,0.0,0.0,42.86,37.14,20.0
,Saudi Arabia,,,,,,2967.0,3077.0,407.0,94.0,202.0,,,
"Bachmann, Axel",Paraguay,2537.0,2621.0,30.0,10.0,25.0,2799.0,2972.0,3448.0,600.0,2396.0,53.43,9.37,37.19
,United States,,,,,,3109.0,3159.0,585.0,122.0,340.0,,,
"Berczes, David",Hungary,,,,,,2754.0,2855.0,2329.0,350.0,2544.0,,,
"Sedlak, Nikola",Serbia,2453.0,2609.0,13.0,6.0,13.0,2800.0,2800.0,7.0,1.0,4.0,45.45,15.91,38.64
"Vitiugov, Nikita",Uruguay,2478.0,2700.0,2.0,2.0,6.0,2845.0,3080.0,110.0,31.0,53.0,54.9,16.18,28.92
,International,,,,,,2553.0,2963.0,2223.0,392.0,2298.0,,,
"Rodshtein, Maxim",Israel,2448.0,2626.0,6.0,5.0,9.0,2820.0,2877.0,321.0,53.0,260.0,50.0,8.87,41.13
,Ukraine,,,,,,2617.0,2866.0,1324.0,185.0,878.0,,,
"Ortiz, Suarez Isan",Cuba,2500.0,2726.0,6.0,5.0,6.0,2760.0,2797.0,2052.0,428.0,2026.0,45.5,9.57,44.93
,United States,2569.0,2569.0,27.0,7.0,3.0,2369.0,2437.0,8.0,0.0,4.0,71.43,14.29,14.29
"Bauer, Christian",France,2476.0,2634.0,5.0,3.0,2.0,2666.0,2752.0,55.0,5.0,23.0,64.52,8.6,26.88
"Son, Nguyen Ngoc Truong",Vietnam,2663.0,2811.0,31.0,33.0,19.0,2881.0,3120.0,746.0,235.0,478.0,50.39,17.38,32.23
"Sanchez, Cristhian Cruz",Peru,2293.0,2620.0,20.0,7.0,9.0,2699.0,2733.0,98.0,12.0,57.0,58.13,9.36,32.51
"Jianchao, Zhou",England,2736.0,2785.0,3.0,3.0,0.0,2762.0,2847.0,72.0,6.0,24.0,69.44,8.33,22.22
"Ionescu, Constantin",Romania,2450.0,1949.0,2.0,0.0,3.0,2450.0,2060.0,2.0,0.0,1.0,50.0,0.0,50.0
"Cubas, Jose",Paraguay,2483.0,2542.0,41.0,3.0,8.0,2567.0,2591.0,498.0,71.0,404.0,52.59,7.22,40.2
"Brandenburg, Daan",Netherlands,2530.0,2606.0,8.0,0.0,1.0,2545.0,2695.0,929.0,165.0,664.0,53.03,9.34,37.63
"Urkedal, Frode",Norway,2503.0,2675.0,41.0,15.0,11.0,2893.0,2893.0,228.0,35.0,115.0,60.45,11.24,28.31
"King, Daniel",England,,,,,,1549.0,1549.0,2.0,0.0,0.0,,,
"Swiercz, Dariusz",United States,2467.0,2735.0,95.0,57.0,68.0,2958.0,3020.0,2796.0,806.0,2353.0,46.82,13.98,39.21
"Arenas, David",Colombia,2331.0,2475.0,4.0,5.0,9.0,2532.0,2647.0,622.0,74.0,541.0,49.88,6.29,43.82
"Baramidze, David",Germany,2343.0,2696.0,3.0,1.0,1.0,2439.0,2517.0,25.0,0.0,7.0,75.68,2.7,21.62
"Gavrilescu, David",Romania,2447.0,2447.0,9.0,1.0,3.0,2755.0,2834.0,11.0,0.0,3.0,74.07,3.7,22.22
"Rogic, Davor",Croatia,,,,,,2371.0,2522.0,111.0,11.0,77.0,,,
"Vreugt, Dennis de",Netherlands,2400.0,2090.0,1.0,0.0,1.0,2494.0,2553.0,18.0,5.0,6.0,61.29,16.13,22.58
"Chopra, Aryan",India,2609.0,2706.0,7.0,6.0,1.0,2784.0,2862.0,10.0,0.0,4.0,60.71,21.43,17.86
"Ma, Qun",China,2585.0,2607.0,4.0,4.0,1.0,2928.0,3003.0,626.0,171.0,538.0,46.88,13.02,40.1
"Jha, Sriram",India,1988.0,2464.0,3.0,0.0,3.0,2478.0,2549.0,27.0,6.0,16.0,54.55,10.91,34.55
"Makhnev, Denis",Kazakhstan,2467.0,2591.0,40.0,17.0,19.0,2947.0,3015.0,2117.0,414.0,1660.0,50.55,10.1,39.35
"Nikitenko, Mihail",The Gambia,,,,,,2837.0,2830.0,115.0,12.0,28.0,,,
,Colombia,2248.0,2334.0,1.0,2.0,2.0,2577.0,2604.0,38.0,6.0,20.0,56.52,11.59,31.88
,Russia,2606.0,2807.0,4.0,2.0,3.0,2831.0,2936.0,641.0,136.0,712.0,43.06,9.21,47.73
"Devyatkin, Andrey",Western Sahara,2118.0,,0.0,1.0,3.0,2879.0,2886.0,559.0,138.0,318.0,54.86,13.64,31.5
"Venkataraman, Karthik",India,2522.0,2522.0,5.0,3.0,1.0,2825.0,2910.0,1061.0,215.0,817.0,50.71,10.37,38.92
,Russia,2400.0,2400.0,2.0,1.0,1.0,2905.0,2957.0,1299.0,388.0,950.0,49.26,14.73,36.01
"LTT, NGUYEN",Vietnam,,,,,,2758.0,2758.0,801.0,99.0,835.0,,,
"Юдин, Сергей",Russia,1990.0,2515.0,4.0,0.0,5.0,2931.0,2904.0,163.0,20.0,74.0,62.78,7.52,29.7
"Lodici, Lorenzo",Italy,2422.0,2458.0,48.0,7.0,19.0,2736.0,2887.0,858.0,154.0,567.0,54.81,9.74,35.45
"Banikas, Hristos",Greece,,,,,,2913.0,3036.0,1266.0,410.0,1144.0,,,
"Valsecchi, Alessio",Italy,2661.0,2661.0,6.0,3.0,3.0,2776.0,2803.0,1388.0,304.0,1011.0,51.34,11.31,37.35
"Dragun, Kamil",Poland,2427.0,2609.0,26.0,11.0,9.0,2810.0,2885.0,1406.0,301.0,990.0,52.21,11.37,36.42
,Germany,2420.0,2497.0,1.0,0.0,2.0,2973.0,2973.0,5699.0,840.0,3899.0,54.59,8.05,37.36
"Holt, Conrad",United States,2630.0,2860.0,19.0,10.0,5.0,2885.0,2912.0,1513.0,215.0,608.0,64.64,9.49,25.86
,Russia,,,,,,2816.0,2877.0,299.0,62.0,166.0,,,
"Mortimer, James",United Kingdom,2395.0,,0.0,1.0,1.0,2948.0,3028.0,2033.0,557.0,2000.0,44.27,12.15,43.58
"Árnason, Jón L.",Iceland,1549.0,1862.0,2.0,0.0,4.0,2360.0,2561.0,671.0,131.0,421.0,54.76,10.66,34.58
"Bogner, Sebastian",Switzerland,2307.0,2413.0,118.0,9.0,35.0,2825.0,2882.0,865.0,179.0,610.0,54.13,10.35,35.52
"(IRI), Ehsan GhaemMaghami",Iran,2483.0,2782.0,11.0,5.0,6.0,2865.0,2964.0,3087.0,811.0,2539.0,47.96,12.63,39.4
"Magerramov, Elmar",Azerbaijan,,,,,,,,,,,,,
"Velten, Paul",France,,,,,,2626.0,2716.0,367.0,43.0,177.0,,,
,Brazil,2400.0,,0.0,1.0,0.0,3049.0,3050.0,1919.0,458.0,1693.0,47.14,11.27,41.59
"Eljanov, Pavel",Ukraine,2643.0,2718.0,35.0,21.0,18.0,2903.0,3014.0,4693.0,1626.0,4561.0,43.16,15.04,41.8
"Paehtz, Elisabeth",Germany,2481.0,2629.0,12.0,2.0,1.0,2517.0,2617.0,249.0,38.0,96.0,65.58,10.05,24.37
,Spain,,,,,,2899.0,2972.0,403.0,103.0,241.0,,,
"Livaic, Leon",Croatia,,,,,,2809.0,2950.0,328.0,75.0,234.0,,,
"Safarli, Eltaj",Azerbaijan,2536.0,2729.0,24.0,15.0,14.0,2920.0,3111.0,579.0,192.0,254.0,55.94,19.2,24.86
"Najer, Evgeniy",Russia,2446.0,2530.0,18.0,12.0,15.0,2842.0,2842.0,397.0,62.0,323.0,50.18,8.95,40.87
"Ushenina, Anna",Ukraine,2342.0,2585.0,1.0,0.0,1.0,2687.0,2783.0,76.0,33.0,38.0,51.68,22.15,26.17
"Romero, Ernesto Fernandez",Spain,,,,,,2527.0,2527.0,78.0,3.0,25.0,,,
"Sebag, Marie",France,2342.0,2595.0,36.0,2.0,5.0,2489.0,2628.0,417.0,69.0,227.0,59.92,9.39,30.69
,Brazil,2068.0,2506.0,20.0,0.0,1.0,2687.0,2784.0,11579.0,1998.0,11769.0,45.72,7.88,46.4
,United States,,,,,,2850.0,2882.0,163.0,23.0,142.0,,,
"Pavlidis, Antonios",Greece,2589.0,2945.0,12.0,7.0,3.0,2587.0,2788.0,1001.0,147.0,683.0,54.67,8.31,37.02
,Sao Tome/Principe,,,,,,2943.0,2970.0,131.0,38.0,75.0,,,
"Amonatov, Farrukh",Tajikistan,2546.0,2615.0,5.0,3.0,3.0,3000.0,3007.0,3890.0,1151.0,3861.0,43.7,12.95,43.35
,Germany,,,,,,2370.0,2757.0,114.0,18.0,82.0,,,
"Fedoseev, Vladimir",Russia,,,,,,,,,,,,,
"Hillarp, Tiger",Sweden,2176.0,2555.0,5.0,6.0,9.0,2563.0,2732.0,6.0,0.0,1.0,40.74,22.22,37.04
"Harishankkar, Bharath Subramaniyam.H",India,2584.0,2653.0,60.0,21.0,58.0,2818.0,2924.0,4461.0,617.0,3117.0,54.25,7.66,38.1
"Hera, Imre Jr",Hungary,2371.0,2701.0,4.0,5.0,3.0,2706.0,2808.0,88.0,22.0,74.0,46.94,13.78,39.29
